2020.12.24-03:48:44.236[90m debug[39m [caliper] [rateControl.js] 	Constructed a winston logger with the specified settings
2021.04.09-15:12:42.800[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[a808f446d8] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.802[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[801ad25164] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.808[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[594e8c8036] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.812[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[63ad9dee96] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.816[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[24c36aa090] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.819[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[a852e7c780] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.823[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[c93f16a2b4] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.826[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[d4824cfee3] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.830[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[c1f57c086b] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.833[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[0183c7c39a] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.837[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[c948f09862] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.841[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[4fabde0580] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.845[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[7c21116630] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.849[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[d3bbc116a7] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.853[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[7a7830ebfe] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.857[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[3d4581d3fb] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.860[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[1c00b58493] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.867[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[14013749bf] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.868[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[9401b865fe] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.871[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[b3e658b714] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.874[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[614470ad7b] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.877[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[e2dd401081] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.880[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[9ee9415c02] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.884[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[b702db2f27] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.887[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[f645e60c19] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.891[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[9bf3b51243] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.894[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[9fcc3c3764] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.898[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[de2b47a557] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.901[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[d594bea614] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.905[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[be4fb6754a] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.908[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[ef27d992eb] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.911[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[7d799d17f3] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.915[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[581258210b] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.919[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[8898e8f9f1] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
	- Proposal response error by peer0.org2.example.com: error in simulation: error while doing EMVCC validation: 
2021.04.09-15:12:42.924[31m error[39m [caliper] [connectors/v1/fabric] 	Transaction[7a809a23de] life-cycle errors:
	- Proposal response error by peer0.org1.example.com: error in simulation: error while doing EMVCC validation: 
